CnaFire_Big|-7.71149|1|4.11041
CanFire_Medium|-7.62336|1|4.07753
CanFire_Small|-7.65354|1|3.98937
CanFire_Medium|-6.70199|0.8|12.6565
CanFire_Medium|-6.60126|0.8|12.6436
CanFire_Small|-6.67824|0.8|12.5537
CanFire_Medium|-18.767|0.8|23.9105
CanFire_Small|-18.6785|0.8|23.7839
CanFire_Medium|-36.4193|0.8|15.3538
CanFire_Medium|-36.326|0.8|15.3694
CanFire_Small|-36.3123|0.8|15.2013
CnaFire_Big|-39.8034|1.7|11.9
CanFire_Small|-39.7872|1.7|11.6851
CanFire_Small|-39.6526|1.7|11.7082
CanFire_Small|-39.6889|1.7|11.6279
CnaFire_Big|-38.5963|0.8|9.68926
CnaFire_Big|-38.5124|0.8|9.74773
CnaFire_Big|-2.19251|0.8|18.6258
CanFire_Small|-2.22226|0.8|18.4816
CanFire_Small|-2.11951|0.8|18.4938
CanFire_Small|-2.15399|0.8|18.4211
CnaFire_Big|-0.805553|0.8|32.0308
CanFire_Medium|-0.712048|0.8|31.9079
CanFire_Small|-0.802563|0.8|31.8416
CanFire_Small|-6.00183|0.8|46.7159
CanFire_Small|-5.89211|0.8|46.7238
CanFire_Medium|-5.87825|0.8|46.8115
CnaFire_Big|-5.94477|0.8|46.8692
CnaFire_Big|2.59357|0.85|50.5508
CnaFire_Big|2.70798|0.85|50.4162
CanFire_Medium|2.59283|0.85|50.3595
CanFire_Medium|13.8543|0.85|60.3008
CanFire_Medium|13.9589|0.85|60.2791
CanFire_Small|13.8741|0.85|60.1713
CnaFire_Big|-19.1564|0.8|66.4605
CanFire_Medium|-19.0663|0.8|66.3189
CanFire_Small|-19.1403|0.8|66.273
CnaFire_Big|-25.5191|0.8|48.8472
CanFire_Medium|-25.4599|0.8|48.7978
CnaFire_Big|-29.5543|0.8|43.8023
CanFire_Small|-29.4981|0.8|43.6881
Can_Smoke|-7.68615|1|4.41373
Can_Smoke|-7.68615|1|4.41373
Can_Smoke|-7.68615|1|4.41373
Can_Smoke|-7.68615|1|4.41373
Can_Smoke|-7.68615|1|4.41373
Can_Smoke|-6.7849|1|12.9485
Can_Smoke|-6.7849|1|12.9485
Can_Smoke|-6.7849|1|12.9485
Can_Smoke|-6.7849|1|12.9485
Can_Smoke|-6.7849|1|12.9485
Can_Smoke|-18.7941|1|24.2461
Can_Smoke|-18.7941|1|24.2461
Can_Smoke|-18.7941|1|24.2461
Can_Smoke|-18.7941|1|24.2461
Can_Smoke|-18.7941|1|24.2461
Can_Smoke|-38.2935|1|9.89012
Can_Smoke|-38.2935|1|9.89012
Can_Smoke|-38.2935|1|9.89012
Can_Smoke|-38.2935|1|9.89012
Can_Smoke|-38.2935|1|9.89012
Can_Smoke|-40.5751|1|13.5233
Can_Smoke|-40.5751|1|13.5233
Can_Smoke|-40.5751|1|13.5233
Can_Smoke|-40.5751|1|13.5233
Can_Smoke|-40.5751|1|13.5233
Can_Smoke|-36.2163|1|15.4449
Can_Smoke|-36.2163|1|15.4449
Can_Smoke|-36.2163|1|15.4449
Can_Smoke|-36.2163|1|15.4449
Can_Smoke|-36.2163|1|15.4449
Can_Smoke|-2.13892|1|19.0185
Can_Smoke|-2.13892|1|19.0185
Can_Smoke|-2.13892|1|19.0185
Can_Smoke|-2.13892|1|19.0185
Can_Smoke|-2.13892|1|19.0185
Can_Smoke|-0.869514|1|31.8979
Can_Smoke|-0.869514|1|31.8979
Can_Smoke|-0.869514|1|31.8979
Can_Smoke|-0.869514|1|31.8979
Can_Smoke|-0.869514|1|31.8979
Can_Smoke|-5.8385|1|46.8502
Can_Smoke|-5.8385|1|46.8502
Can_Smoke|-5.8385|1|46.8502
Can_Smoke|-5.8385|1|46.8502
Can_Smoke|-5.8385|1|46.8502
Can_Smoke|2.51627|1|50.6932
Can_Smoke|2.51627|1|50.6932
Can_Smoke|2.51627|1|50.6932
Can_Smoke|2.51627|1|50.6932
Can_Smoke|2.51627|1|50.6932
Can_Smoke|-25.4366|1|48.8644
Can_Smoke|-25.4366|1|48.8644
Can_Smoke|-25.4366|1|48.8644
Can_Smoke|-25.4366|1|48.8644
Can_Smoke|-25.4366|1|48.8644
Can_Smoke|-29.6275|1|44.008
Can_Smoke|-29.6275|1|44.008
Can_Smoke|-29.6275|1|44.008
Can_Smoke|-29.6275|1|44.008
Can_Smoke|-29.6275|1|44.008
Can_Smoke|-19.1001|1|66.7182
Can_Smoke|-19.1001|1|66.7182
Can_Smoke|-19.1001|1|66.7182
Can_Smoke|-19.1001|1|66.7182
Can_Smoke|-19.1001|1|66.7182
Can_Smoke|13.9485|1|60.4958
Can_Smoke|13.9485|1|60.4958
Can_Smoke|13.9485|1|60.4958
Can_Smoke|13.9485|1|60.4958
Can_Smoke|13.9485|1|60.4958
