-12.542|0|-7.69764|-13.4203|0|-10.3865|-6.76718|0|-10.7109
-12.542|0|-7.69764|-6.90432|0|-6.71329|-6.76718|0|-10.7109
-9.86739|0|-4.67028|-12.542|0|-7.69764|-6.90432|0|-6.71329
-7.79156|0|-3.61979|-6.90432|0|-6.71329|-9.86739|0|-4.67028
-7.79156|0|-3.61979|-6.0576|0|-4.39252|-6.90432|0|-6.71329
-3.80706|9.53674e-07|-1.76698|-6.0576|0|-4.39252|-7.79156|0|-3.61979
-3.80706|9.53674e-07|-1.76698|-2.87193|0|-5.17479|-6.0576|0|-4.39252
-3.80706|0|-1.76698|-2.87193|0|-5.17479|-3.80706|0|-1.76698
-3.80706|0|-1.76698|0.334698|0|-3.44246|-2.87193|0|-5.17479
-3.01523|0|-0.580542|-3.80706|0|-1.76698|0.334698|0|-3.44246
0.0933876|0|2.59962|-3.01523|0|-0.580542|0.334698|0|-3.44246
-4.62245|0|7.1475|-3.01523|0|-0.580542|0.0933876|0|2.59962
-4.62245|0|7.1475|-3.01523|0|-0.580542|-3.01523|0|-0.580542
-4.62245|0|7.1475|-9.29282|0|3.35819|-3.01523|0|-0.580542
-9.29282|0|3.35819|-7.97507|0|0.281219|-3.01523|0|-0.580542
-7.97507|0|0.281219|-7.0494|0|-0.739471|-3.01523|0|-0.580542
-3.01523|0|-0.580542|-7.0494|0|-0.739471|-3.80706|0|-1.76698
-7.0494|0|-0.739471|-3.80706|0|-1.76698|-6.95078|0|-2.26844
-6.95078|0|-2.26844|-3.80706|0|-1.76698|-7.79156|0|-3.61979
-9.29282|0|3.35819|-7.97507|0|0.281219|-9.48557|0|1.38924
-9.29282|0|3.35819|-9.48557|0|1.38924|-11.2777|0|0.681049
-12.9144|0|3.20443|-9.29282|0|3.35819|-11.2777|0|0.681049
-12.9144|0|3.20443|-11.2777|0|0.681049|-16.8497|0|1.61996
-16.8497|0|1.61996|-12.6342|0|-0.778053|-11.2777|0|0.681049
-16.8497|0|1.61996|-12.6342|0|-0.778053|-14.8607|0|-2.10312
-12.6342|0|-0.778053|-12.578|0|-2.13161|-14.8607|0|-2.10312
-14.8607|0|-2.10312|-14.8607|0|-2.10312|-12.578|0|-2.13161
-14.8607|0|-2.10312|-15.7415|0|-3.5421|-12.578|0|-2.13161
-15.7415|0|-3.5421|-12.578|0|-2.13161|-11.852|0|-3.46117
-15.7415|0|-3.5421|-11.852|0|-3.46117|-15.7638|0|-5.9372
-15.7638|0|-5.9372|-11.852|0|-3.46117|-12.542|0|-7.69764
-11.852|0|-3.46117|-12.542|0|-7.69764|-9.86739|0|-4.67028
-15.7415|0|-3.5421|-15.7638|0|-5.9372|-18.2256|0|-5.13673
-15.7415|0|-3.5421|-18.2256|0|-5.13673|-15.7415|0|-3.5421
-16.4683|0|-2.77759|-18.2256|0|-5.13673|-21.6957|0|-5.28522
-20.6408|0|-1.41646|-16.4683|0|-2.77759|-21.6957|0|-5.28522
-17.7729|0|0.930908|-20.6408|0|-1.41646|-15.7415|0|-3.5421
-16.8497|0|1.61996|-15.7415|0|-3.5421|-17.7729|0|0.930908
-16.8497|0|1.61996|-14.8607|0|-2.10312|-16.4683|0|-2.77759
-17.7729|0|0.930908|-17.7729|0|0.930908|-20.6408|0|-1.41646
-25.1418|0|3.80015|-20.6408|0|-1.41646|-17.7729|0|0.930908
-25.2526|0|5.63397|-18.2807|0|1.83485|-25.1418|0|3.80015
-25.2526|0|5.63397|-25.1418|0|3.80015|-18.2807|0|1.83485
-25.2526|0|5.63397|-18.2807|0|1.83485|-25.1418|0|3.80015
-22.4878|0|7.54092|-17.7729|0|0.930908|-25.2526|0|5.63397
-22.4878|0|7.54092|-17.7729|0|0.930908|-16.8497|0|1.61996
-22.4878|0|7.54092|-19.779|0|7.36095|-16.8497|0|1.61996
-19.779|0|7.36095|-16.8497|0|1.61996|-18.0392|0|6.46518
-16.2336|0|7.62001|-16.8497|0|1.61996|-18.0392|0|6.46518
-16.2336|0|7.62001|-16.8497|0|1.61996|-12.9144|0|3.20443
-16.8497|0|1.61996|-16.8497|0|1.61996|-12.9144|0|3.20443
